"lang"
{
	"Language"		"English"
		"DOTA_Tooltip_ability_dvoreckov_qww_duration"       "ДЛИТЕЛЬНОСТЬ ЗАМЕДЛЕНИЯ:"
		"DOTA_Tooltip_ability_dvoreckov_qww_stun_duration"       "ДЛИТЕЛЬНОСТЬ ОГЛУШЕНИЯ:"
		"DOTA_Tooltip_ability_dvoreckov_qww_burn_damage" "УРОН ЗА ТИК:"
		"DOTA_Tooltip_ability_dvoreckov_qww_slow_movement_speed_pct" "%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
		"DOTA_Tooltip_ability_dvoreckov_qwe"         "Вписка"
		"DOTA_Tooltip_ability_dvoreckov_qwe_Description"  "Дворецков устраивает жёсткую вписку, обстреливая врагов ебнутыми метеоритами. \n <font color='#FFFFFF'> Урон от взрывов зависит от суммарного уровня всех трёх сфер. </font>"
		"DOTA_Tooltip_ability_dvoreckov_qwe_scepter_Description" "Способность применяется мгновенно, позволяет передвигаться, атаковать и применять заклинания во время действия способности. Враги всё ещё могут её прервать. Герой передвигается с фиксированной скоростью %scepter_slow%."
		"DOTA_Tooltip_ability_dvoreckov_qwe_blast_damage" "УРОН ОТ ВЗРЫВА:"
		"DOTA_Tooltip_ability_dvoreckov_qwe_effect_radius" "РАДИУС:"
		"DOTA_Tooltip_ability_dvoreckov_qwe_channel_duration" "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_modifier_dvoreckov_qwe_nonchanneled" "Вписка"
		"DOTA_Tooltip_modifier_dvoreckov_qwe_nonchanneled_Description" "Этой ночью я на вписке побывал..."
		"DOTA_Tooltip_ability_dvoreckov_www"            "БЛЕВАНУТЬ"
		"DOTA_Tooltip_ability_dvoreckov_www_Description"            "Дворецков переборщил с алкоголем, и поэтому блюет в унитаз, стягивая всех врагов в радиусе и нанося им урон. \n <font color='#FFFFFF'>Радиус и урон зависят от уровня способности АЛКОГОЛЬ.</font>"
		"DOTA_Tooltip_ability_dvoreckov_www_radius"      "РАДИУС:"
		"DOTA_Tooltip_ability_dvoreckov_www_damage"      "УРОН:"
		"DOTA_Tooltip_ability_dvoreckov_qww_Description"       "Дворецков начинает культурное выпивание чекушки честной водки, которое со временем превращается в пьяное свинство. Чекушку можно бросить в башку вражеского героя. \n  <font color='#FFFFFF'>Урон зависит от уровня способности ЧАЙ, а длительность оглушения - от уровня способности АЛКОГОЛЬ.</font>"
		"DOTA_Tooltip_ability_dvoreckov_innate" "ОТХОДНЯК"
		"DOTA_Tooltip_ability_dvoreckov_innate_Description" "Из-за вечных вписок все способности Дворецкова наносят от -%dmg_min%%% до +%dmg_max%%% урона."
		"DOTA_Tooltip_ability_dvoreckov_innate_dmg_max" "%МАКС. УВЕЛИЧЕНИЕ:"
		"DOTA_Tooltip_ability_dvoreckov_innate_dmg_min" "%МАКС. УМЕНЬШЕНИЕ:"
		"DOTA_Tooltip_ability_special_bonus_unique_dvoreckov_1" "ИСПИТЬ ЧАЙ наносит урон от выжженой маны"
		"DOTA_Tooltip_ability_special_bonus_unique_dvoreckov_2" "+{s:bonus_damage} к урону от БЛЕВАНУТЬ"
		"DOTA_Tooltip_ability_special_bonus_unique_dvoreckov_3" "+{s:bonus_buffed_attacks} к числу атак от ЗАКИНУТЬ СНЮС"
		"DOTA_Tooltip_Ability_special_bonus_unique_dvoreckov_4" "+{s:bonus_rot_radius} к радиусу ПЕРЕДОЗ"
		"DOTA_Tooltip_ability_special_bonus_unique_dvoreckov_5" "+{s:bonus_damage_percent}% к урону от атак у ЗАКИНУТЬ СНЮС"
		"DOTA_Tooltip_Ability_special_bonus_unique_dvoreckov_6" "ПОШЛА ТЫ НАХУЙ! накладывает ЗАГЛУШЕНИЕ"
		"DOTA_Tooltip_Ability_special_bonus_unique_dvoreckov_7" "ПОШЛА ТЫ НАХУЙ! вокруг героя"
		"DOTA_Tooltip_ability_special_bonus_unique_dvoreckov_8" "ПОЗВОНИТЬ ШАЛАВЕ применим в любую точку"

		"DOTA_Tooltip_ability_speed_shake" "SHAKE"
		"DOTA_Tooltip_ability_speed_shake_Description" "IShowSpeed ​​begins to spin violently, dealing massive damage to all enemies in the radius, and also gains immunity to effects and %magic_resist%%% magic resistance, but cannot attack.\nImproves with Aghanim's Scepter."
		"DOTA_Tooltip_ability_speed_shake_scepter_Description" "The ability removes the limit on maximum movement speed, and also deals additional damage in the amount of %dmg_scepter%%% of the hero's movement speed."
		"DOTA_Tooltip_ability_speed_shake_damage" "DAMAGE PER SECOND:"
		"DOTA_Tooltip_ability_speed_shake_radius" "RADIUS:"
		"DOTA_Tooltip_ability_speed_shake_duration" "DURATION:"
		"DOTA_Tooltip_ability_speed_shake_magic_resist" "%MAGIC RESISTANCE:"
		"DOTA_Tooltip_ability_golmiy_penaltiy" "PENALTY KICK"
		"DOTA_Tooltip_ability_golmiy_penaltiy_Description" "IShowSpeed ​​performs a fire penalty, stunning and damaging enemies hit by the ball."
		"DOTA_Tooltip_ability_golmiy_penaltiy_meteor_stun" "STUN DURATION:"
		"DOTA_Tooltip_ability_golmiy_penaltiy_damage" "DAMAGE:"
		"DOTA_Tooltip_ability_golmiy_penaltiy_think_damage" "BURN DAMAGE:"
		"DOTA_Tooltip_ability_golmiy_penaltiy_fire_duration" "BURN DURATION:"
		"DOTA_Tooltip_ability_speed_bark" "BARK"
		"DOTA_Tooltip_ability_speed_bark_Description" "IShowSpeed ​​barks loudly, reducing all enemies' magic resistance and armor, and increasing all allies' armor by the same amount."
		"DOTA_Tooltip_ability_speed_bark_radius" "RADIUS:"
		"DOTA_Tooltip_ability_speed_bark_duration" "DURATION:"
		"DOTA_Tooltip_ability_speed_bark_magic_resist" "%MAGIC RESISTANCE CHANGE:"
		"DOTA_Tooltip_ability_speed_bark_armor" "ARMOR CHANGE:"
		"DOTA_Tooltip_ability_speed_bark_movespeed" "%MOVEMENT SPEED CHANGE:"
		"DOTA_Tooltip_ability_speed_cr7" "CR7"
		"DOTA_Tooltip_ability_speed_cr7_Description" "The Idol comes to the aid of IShowSpeed, reducing the cooldowns of all his abilities by %cooldown_reduction% sec and granting %mana_hp_regen%%% health and mana regeneration per second." "DOTA_Tooltip_ability_speed_cr7_cooldown_reduction" "COOLDOWN REDUCTION:"
		"DOTA_Tooltip_ability_speed_cr7_mana_hp_regen" "%HEALTH AND MANA REGEN PER SECOND:"
		"DOTA_Tooltip_ability_speed_cr7_duration" "DURATION:"
		"DOTA_Tooltip_modifier_speed_cr7_buff" "CR7"
		"DOTA_Tooltip_modifier_speed_cr7_buff_description" "The hero restores %dMODIFIER_PROPERTY_HEALTH_REGEN_PERCENTAGE%%% mana and health per second"
		"DOTA_Tooltip_ability_speed_innate" "SPEED"
		"DOTA_Tooltip_ability_speed_innate_Description" "For each hero level, his movement speed is increased by %ms_pct%%%."
		"DOTA_Tooltip_modifier_speed_innate" "Speed"
		"DOTA_Tooltip_modifier_speed_innate_description" "Movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"
		"DOTA_Tooltip_ability_golmiy_golbet" "WORLD CUP BET"
		"DOTA_Tooltip_ability_golmiy_golbet_Description" "IShowSpeed ​​makes a juicy bet on the death of an enemy. If the enemy dies within %duration% sec., the bettor will multiply his winnings, otherwise he will lose everything he bet."
		"DOTA_Tooltip_ability_golmiy_golbet_bonus_gold_self" "BET SIZE:"
		"DOTA_Tooltip_ability_golmiy_golbet_duration" "DURATION:"
		"DOTA_Tooltip_ability_golmiy_penaltiy_Facet_golmiy_facet_q" "When hitting an enemy, the hero gets %gold% gold."
		"DOTA_Tooltip_Facet_golmiy_facet_q" "SALARY"
		"DOTA_Tooltip_Facet_golmiy_facet_q_Description" "When hitting an enemy with PENALTY KICK, the hero gains gold."
		"DOTA_Tooltip_Facet_golmiy_facet_w" "MAD"
		"DOTA_Tooltip_Facet_golmiy_facet_w_Description" "BARK modifies movement speed."
		"DOTA_Tooltip_modifier_track_aura_datadriven" "World Cup Bet"
		"DOTA_Tooltip_modifier_track_aura_datadriven_Description" "A juicy bet has been placed on your death!"
		"DOTA_Tooltip_ability_speed_bark_Facet_golmiy_facet_w" "The ability also changes the movement speed by %movespeed%%%." "DOTA_Tooltip_ability_special_bonus_unique_golmiy_1" "-{s:bonus_AbilityCooldown} sec CR7 cooldown"
		"DOTA_Tooltip_ability_special_bonus_unique_golmiy_2" "+{s:bonus_radius} to BARK radius"
		"DOTA_Tooltip_ability_special_bonus_unique_golmiy_3" "+{s:bonus_duration} sec CR7 duration"
		"DOTA_Tooltip_Ability_special_bonus_unique_golmiy_4" "+{s:bonus_damage} to PENALTY KICK damage"
		"DOTA_Tooltip_ability_special_bonus_unique_golmiy_5" "+{s:bonus_meteor_stun} sec duration stun from PENALTY KICK"
		"DOTA_Tooltip_ability_special_bonus_unique_golmiy_6" "+{s:bonus_magic_resist}% to BARK magic resistance change"
		"DOTA_Tooltip_Ability_special_bonus_unique_golmiy_7" "+2 balls from PENALTY KICK"
		"DOTA_Tooltip_Ability_special_bonus_unique_golmiy_7_description" "Balls are launched at an angle of 30 degrees from the initial"
		"DOTA_Tooltip_Ability_special_bonus_unique_golmiy_8" "+{s:bonus_lifesteal}% to SHAKE lifesteal"
		"DOTA_Tooltip_modifier_golmiy_penaltiy" "You were hit by a fire penalty!"
		"DOTA_Tooltip_modifier_golmiy_penaltiy_Description" "You take periodic burning damage"
		"DOTA_Tooltip_modifier_speed_shake" "SHAKE SHAKE SHAKE"
		"DOTA_Tooltip_modifier_speed_bark_effect" "Bark"
		"DOTA_Tooltip_modifier_speed_bark_effect_Description" "Your magic resistance has been changed to %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%% and your armor has been changed to %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%"

		"DOTA_Tooltip_ability_special_bonus_unique_bane_11" "+1 сек. к длительности ОРАТЬ"
		"DOTA_Tooltip_ability_special_bonus_unique_dazzle_1" "+150 к урону от ДВОЙКА"
		"DOTA_Tooltip_ability_special_bonus_unique_dazzle_2" "+0.6 сек. к длительности оглушения от ДВОЙКА"

		"DOTA_Tooltip_ability_meepo_pack_rat"					"СЕКРЕТНЫЙ АБУЗ"
		"DOTA_Tooltip_ability_meepo_pack_rat_Description"		"В нейтральную ячейку можно поместить любой предмет."		
		"DOTA_Tooltip_ability_meepo_pack_rat_Note0"				"В ячейку нейтрального предмета можно поместить что угодно, кроме ботинок, расходников и Hand of Midas."
		"DOTA_Tooltip_ability_meepo_pack_rat_Note1"				""
		"DOTA_Tooltip_ability_meepo_pack_rat_Note2"				""
		"DOTA_Tooltip_Facet_phoenix_facet_immolate" "ОРЛИНОЕ ЧУТЬЁ"
		"DOTA_Tooltip_Facet_phoenix_facet_immolate_Description" "Срабатывание способности СЕКРЕТ: ЛЕДЯНАЯ ГЛЫБА применяет на владельца сильное развеивание."
		"DOTA_Tooltip_ability_phoenix_dying_light"						"ОРЛИНОЕ ЧУТЬЁ"
		"DOTA_Tooltip_ability_phoenix_dying_light_Description"			"Срабатывание способности СЕКРЕТ: ЛЕДЯНАЯ ГЛЫБА применяет на владельца сильное развеивание."
		"DOTA_Tooltip_ability_rubick_spell_steal_Facet_rubick_frugal_filch"  "Украденные способности расходуют меньше маны."
		"DOTA_Tooltip_Facet_rubick_frugal_filch"							"ЛЬГОТА"	
		"DOTA_Tooltip_Facet_rubick_frugal_filch_Description"						"Украденные способности расходуют меньше маны."
		"DOTA_Tooltip_Facet_rubick_arcane_accumulation"						"НУЖНЫЙ РАЗМЕР"	
		
		"DOTA_Tooltip_ability_lev_suiii"  "YELL AT OGUZOK"
		"DOTA_Tooltip_ability_lev_suiii_Description"  "The Chef yells at the target oguzok, dealing damage and stunning it. Also deals additional damage equal to %pctmana%%% of the Chef's max mana. \nUpgrades with Aghanim's Scepter."
		"DOTA_Tooltip_ability_lev_suiii_scepter_description" "Damage becomes pure."
		"DOTA_Tooltip_ability_lev_suiii_damage"  "BASE DAMAGE:"
		"DOTA_Tooltip_ability_lev_suiii_pctmana" "%MAX MANA TO DAMAGE:"
		"DOTA_Tooltip_ability_lev_suiii_duration" "STUN DURATION:"
		"DOTA_Tooltip_ability_chef_w"  "HOOCH"
		"DOTA_Tooltip_ability_chef_w_Description" "Drunkness passively grants to Chef and his allies additional mana regeneration and increased spell damage. When activated, Chef is caught up with another alcohol shot and regenerates a portion of his maximum mana and allies within %radius%."
		"DOTA_Tooltip_ability_chef_w_mana_regen_passive"  "PASSIVE MANA REGENERATION:"
		"DOTA_Tooltip_ability_chef_w_spell_damage"	 "%SPELL AMPLIFICATION:"
		"DOTA_Tooltip_ability_chef_w_mana_regen_active" "%REGENERATION FROM MAX MANA WHEN PRESSED:"
		"DOTA_Tooltip_modifier_chef_w_2" "Hooch"
		"DOTA_Tooltip_modifier_chef_w_2_Description" "Mana regeneration increased by %dMODIFIER_PROPERTY_MANA_REGEN_CONSTANT% and spell damage increased by %dMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%%"
		"DOTA_Tooltip_ability_lev_freak" "SHARP KNIFE"
		"DOTA_Tooltip_ability_lev_freak_Description" "The Chef takes out his sharp knife from his pocket, moving into close combat, and enemies attacking the Chef run into the knife and receive the damage they inflict."
		"DOTA_Tooltip_ability_lev_freak_reflect_duration" "DURATION:"
		"DOTA_Tooltip_ability_lev_freak_attack_range" "ATTACK RANGE:"
		"DOTA_Tooltip_ability_lev_freak_stun_duration"  "STUN DURATION:"
		"DOTA_Tooltip_modifier_lev_freak_blood" "Bleeding"
		"DOTA_Tooltip_modifier_lev_freak_blood_description" "You are losing %dMODIFIER_PROPERTY_TOOLTIP%%% health per second"
		"DOTA_Tooltip_ability_chef_d" "DISH FROM CHEF"
		"DOTA_Tooltip_ability_chef_d_Description" "The Chef treats allies to his signature dish, which restores health and provides a bonus to attack speed.\nThe attack speed bonus is a combination of several modifiers."
		"DOTA_Tooltip_ability_chef_d_shard_description" "The dish poisons enemies, dealing damage and reducing their attack speed."
		"DOTA_Tooltip_ability_chef_d_heal" "HEAL:"
		"DOTA_Tooltip_ability_chef_d_heal_burn" "HEAL PER SECOND:"
		"DOTA_Tooltip_ability_chef_d_burn_dur" "HEAL DURATION:"
		"DOTA_Tooltip_ability_chef_d_bonus_as" "ATTACK SPEED:"
		"DOTA_Tooltip_ability_chef_d_radius" "RADIUS:"
		"DOTA_Tooltip_ability_chef_d_duration" "DURATION:"
		"DOTA_Tooltip_ability_chef_d_slow_as" "ATTACK SPEED REDUCTION:"
		"DOTA_Tooltip_ability_chef_d_damage" "DAMAGE:"
		"DOTA_Tooltip_ability_chef_d_damage_burn" "DAMAGE PER SECOND:"
		"DOTA_Tooltip_modifier_chef_d_buff" "Dish from Chef"
		"DOTA_Tooltip_modifier_chef_d_buff_description" "Attack speed increased by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%"
		"DOTA_Tooltip_modifier_chef_d_debuff" "Dish from Chef"
		"DOTA_Tooltip_modifier_chef_d_debuff_description" "Attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%"
		"DOTA_Tooltip_ability_chef_r"	"CHEF'S WRATH"
		"DOTA_Tooltip_ability_chef_r_description" "The Chef gets angry at his workers, gains additional movement speed and starts throwing dishes at nearby enemy heroes. When hitting an enemy and all units within %aoe_radius% of it, they are disabled and slowed."
		"DOTA_Tooltip_ability_chef_r_damage"	"DAMAGE:"
		"DOTA_Tooltip_ability_chef_r_duration" "DURATION:"
		"DOTA_Tooltip_ability_chef_r_move_speed" "%BONUS MOVEMENT SPEED:"
		"DOTA_Tooltip_ability_chef_r_radius"	"ENEMY SEARCH RADIUS:"
		"DOTA_Tooltip_ability_chef_r_disarm_duration" "DISARM DURATION:"
		"DOTA_Tooltip_ability_chef_r_slow_duration" "SLOW DURATION:"
		"DOTA_Tooltip_ability_chef_r_slow"	"%MOVEMENT SPEED SLOW:"
		"DOTA_Tooltip_ability_chef_r_interval" "INTERVAL:"
		"DOTA_Tooltip_modifier_chef_r" "Chef's wrath"
		"DOTA_Tooltip_modifier_chef_r_description" "OGUZKI! OGRYZKI!"
		"DOTA_Tooltip_modifier_chef_r_slow" "Movement speed slow"
		"DOTA_Tooltip_modifier_chef_r_slow_description" "Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"
